ID,Category,Frage,Antwort1,Antwort2,Antwort3,Antwort4,Answer5,Answer6,Answer7,Answer8,Answer9,Answer10,RichtigeAnt1,CorrectAns2,CorrectAns3
102,SUPPLIER MANAGEMENT,Wofür steht „QR“ in „QR-Code“?, Quick Response (Schnelle Reaktion), Qualitätsbericht, Question Response (Fragebeantwortung), Quantitative Result (Quantitatives Ergebnis),NIL,NIL,NIL,NIL,NIL,NIL, Quick Response (Schnelle Reaktion),NIL,NIL
103,SUPPLIER MANAGEMENT,Was ist der „8D-Bericht“?, Eine Projektmanagementmethode, Team-Building-Methode, Ein Produktabnahmeplan, Ein Problemlösungsansatz,NIL,NIL,NIL,NIL,NIL,NIL, Ein Problemlösungsansatz,NIL,NIL
104,SUPPLIER MANAGEMENT,Worauf beruht der „8D-Report“?, 8 Disziplinen der Problemlösung, 8-Tage-Fortschrittszeitraum, 8 Disziplinen der Finanzbuchhaltung, 8 Grundsätze der Gefahr,NIL,NIL,NIL,NIL,NIL,NIL, 8 Disziplinen der Problemlösung,NIL,NIL
105,SUPPLIER MANAGEMENT,Wofür steht „QR“ in „QR-Code“?, Quick Response (Schnelle Reaktion), Qualitätsbericht, Question Response (Fragebeantwortung), Quantitative Result (Quantitatives Ergebnis),NIL,NIL,NIL,NIL,NIL,NIL, Quick Response (Schnelle Reaktion),NIL,NIL
106,SUPPLIER MANAGEMENT,Was ist der „8D-Bericht“?, Eine Projektmanagementmethode, Team-Building-Methode, Ein Produktabnahmeplan, Ein Problemlösungsansatz,NIL,NIL,NIL,NIL,NIL,NIL, Ein Problemlösungsansatz,NIL,NIL
107,SUPPLIER MANAGEMENT,Worauf beruht der „8D-Report“?, 8 Disziplinen der Problemlösung, 8-Tage-Fortschrittszeitraum, 8 Disziplinen der Finanzbuchhaltung, 8 Grundsätze der Gefahr,NIL,NIL,NIL,NIL,NIL,NIL, 8 Disziplinen der Problemlösung,NIL,NIL
108,PEOPLE & ORGANIZATION,Was ist unter „Poka-Yoke“ zu verstehen?,Japanisch für „Hallo“,"Witze reißen, um die Arbeitsatmosphäre aufzulockern",Schlechter Witz,Fehlervermeidung,NIL,NIL,NIL,NIL,NIL,NIL,Fehlervermeidung,NIL,NIL
109,PEOPLE & ORGANIZATION,"Wie heißt der japanische Begriff für Verfahren, die verhindern, dass Fehler zu Mängeln werden?",Poka-Yoke,Kaizen,Jidoka,Kanban,NIL,NIL,NIL,NIL,NIL,NIL,Poka-Yoke,NIL,NIL
110,PEOPLE & ORGANIZATION,Es gibt einen japanischen Ausdruck für „Fehlervermeidung“. Welcher ist es?,Sushi,Jidoka,Poka-Yoke,Kaizen,NIL,NIL,NIL,NIL,NIL,NIL,Poka-Yoke,NIL,NIL
111,PEOPLE & ORGANIZATION,Welcher der folgenden externen Einflüsse wird sich am wahrscheinlichsten auf das Personalwesen in einem Fertigungsunternehmen auswirken?,Finanzielle Engpässe,Einführung neuer Technologie,Behördliche Direktiven für Dienstleistungsbranchen,Änderung der Umweltgesetzgebung,NIL,NIL,NIL,NIL,NIL,NIL,Änderung der Umweltgesetzgebung,NIL,NIL
112,PEOPLE & ORGANIZATION,Ein Beispiel für einen externen Einfluss auf Ziele und Strategie für das Personalwesen ist:,Wettbewerberaktionen,Unternehmenskonzept für flexibles Arbeiten,Stärke der internen Kommunikation ,Organisationsstruktur des Unternehmens,NIL,NIL,NIL,NIL,NIL,NIL,Wettbewerberaktionen,NIL,NIL
113,PEOPLE & ORGANIZATION,"All diese strategischen Aktivitäten sind am Personalwesen beteiligt, mit welcher Ausnahme?",Bestandsmanagement ,Mitarbeiterengagement,Personalplanung,Rekrutierung und Auswahl,NIL,NIL,NIL,NIL,NIL,NIL,Bestandsmanagement ,NIL,NIL
114,PEOPLE & ORGANIZATION,"Eine zeitlose Formulierung von Zweck, Werten, Hauptzielen, Überzeugungen und wichtigsten Tätigkeiten wird bezeichnet als:",Vision,Job description,Leitbild,Benchmarking,NIL,NIL,NIL,NIL,NIL,NIL,Leitbild,NIL,NIL
115,PEOPLE & ORGANIZATION,"Die übergeordnete, langfristige, von Emotionen geprägte Bestimmung des Unternehmens wird repräsentiert durch seine:",Mission,Vision,Werte,Strategie,NIL,NIL,NIL,NIL,NIL,NIL,Vision,NIL,NIL
116,PEOPLE & ORGANIZATION,"Die Absicht der Firma, Wert für Aktionäre zu schaffen und zu erhalten, wird bezeichnet als:",Strategie,Mission,Vision,Zweck,NIL,NIL,NIL,NIL,NIL,NIL,Strategie,NIL,NIL
117,PEOPLE & ORGANIZATION,Wie viele Länder weltweit haben Werke für Continental Reifen?,1,100,15,200,NIL,NIL,NIL,NIL,NIL,NIL,15,NIL,NIL
118,PEOPLE & ORGANIZATION,Wie viele Produktionsstandorte gibt es weltweit?,1,200,20,100,NIL,NIL,NIL,NIL,NIL,NIL,20,NIL,NIL
119,PEOPLE & ORGANIZATION,"Die wichtigsten Ziele des Konzernprojektmanagements sind folgende, außer:",Managementprojekt bei Continental stärken,"Wenige, aber effektive Projektmanagementstandards definieren und implementieren",Projektmanagern pragmatische Unterstützung bieten,Problemlösung,NIL,NIL,NIL,NIL,NIL,NIL,Problemlösung,NIL,NIL
120,PEOPLE & ORGANIZATION,"An all unseren Standorten wird die Qualität unserer Produkte durch Folgendes gesichert, außer:  ",Fortschrittlichste Technologien ,ultramoderne Produktionsanlagen ,Ständige Produktionskontrollen,Kundenservice hoher Qualität,NIL,NIL,NIL,NIL,NIL,NIL,Kundenservice hoher Qualität,NIL,NIL
121,PEOPLE & ORGANIZATION,"Die Kundendienstorganisation in der Reifendivision trägt globale Verantwortung für folgende Prozesse, außer ",Reklamationsbearbeitung im Rahmen der Gewährleistung,Technischer Produktservice,Produktleistungsüberwachung ,Zeitmanagement,NIL,NIL,NIL,NIL,NIL,NIL,Zeitmanagement,NIL,NIL
122,PEOPLE & ORGANIZATION,Welche der folgenden Aussagen in Bezug auf Standardprozesse in der Reifendivision ist nicht richtig?,Der Prozess wird systematisch und objektiv verbessert ,"Er hilft bei der Visualisierung dessen, was normal oder unnormal ist ",Er erhöht Abweichungen vom Standard durch leichtere Erkennung ,Er vereinfacht die Arbeitsplatzrotation der Mitarbeiter ,NIL,NIL,NIL,NIL,NIL,NIL,Er erhöht Abweichungen vom Standard durch leichtere Erkennung ,NIL,NIL
123,PEOPLE & ORGANIZATION,"Folgende Begriffe entsprechen dem Poka-Yoke-Konzept, außer:",Vorhersage und Erfassung und klares Ziel von Null Fehlern,Right-First-Time (RFT) ,Überwachen des Prozesses,Die Reduzierung von Verschwendung,NIL,NIL,NIL,NIL,NIL,NIL,Überwachen des Prozesses,NIL,NIL
124,PEOPLE & ORGANIZATION,Der Customer Service (CS) Tires ist eine globale Organisation mit lokaler Präsenz in etwa ____ Ländern,1,100,40,200,NIL,NIL,NIL,NIL,NIL,NIL,40,NIL,NIL
125,PEOPLE & ORGANIZATION,"Im gesamten Konzern: Welches der folgenden gehört nicht zu den 5 Leitprinzipien, die unser Qualitätsverständnis ausdrücken?",Kundenzufriedenheit,Gemeinsam,Von Anfang an,Effizienz,NIL,NIL,NIL,NIL,NIL,NIL,Effizienz,NIL,NIL
126,PEOPLE & ORGANIZATION,Im gesamten Konzern: Welcher der folgenden Begriffe gehört nicht zum Projektmanagementprozess?,Initiierung,Planung,Ausführung,Kontrollieren,NIL,NIL,NIL,NIL,NIL,NIL,Kontrollieren,NIL,NIL
127,PEOPLE & ORGANIZATION,Wann kontrollieren Sie die Sicherheitsausrüstung von Maschinen?,Zu Beginn der Schicht und vor dem Einsatz,Am Ende der Woche,Bevor sie eingesetzt wird,Wann ich will,NIL,NIL,NIL,NIL,NIL,NIL,Zu Beginn der Schicht und vor dem Einsatz,NIL,NIL
128,PEOPLE & ORGANIZATION,Was ist während der Arbeitszeit nicht erlaubt?,Mobiltelefon verwenden,Die Spezifikation kontrollieren,Material kontrollieren,Die Maschine anhalten,NIL,NIL,NIL,NIL,NIL,NIL,Mobiltelefon verwenden,NIL,NIL
129,PEOPLE & ORGANIZATION,Wer sollte bei einem Unfall informiert werden,Direkter Vorgesetzter,Sicherheitsverantwortlicher,Areamanager,Werksleiter,NIL,NIL,NIL,NIL,NIL,NIL,Direkter Vorgesetzter,NIL,NIL
130,PEOPLE & ORGANIZATION,Wer kann an einer Produktionsmaschine arbeiten?,Nur qualifizierte Bediener/Betreiber,Alle Bediener/Betreiber in der Produktion,Nur Trainer,Nur Mitarbeiter von Continental,NIL,NIL,NIL,NIL,NIL,NIL,----,NIL,NIL
131,PEOPLE & ORGANIZATION,Wann Sie ein defektes Kleinfahrzeug benutzen können,Nie,Wenn es erforderlich ist,Wenn wir kein einwandfreies haben,Abhängig von der Situation ,NIL,NIL,NIL,NIL,NIL,NIL,Nie,NIL,NIL
132,PEOPLE & ORGANIZATION,Wo Sie rauchen können,Nur an speziellen Orten außerhalb des Werks,Überall,Außerhalb des Werks,Innerhalb des Werks,NIL,NIL,NIL,NIL,NIL,NIL,Nur an speziellen Orten außerhalb des Werks,NIL,NIL
133,PEOPLE & ORGANIZATION,Die Einhaltung der Sicherheitsvorschriften ist:,Obligatorisch,Freiwillig,Manchmal gut,Gut,NIL,NIL,NIL,NIL,NIL,NIL,Obligatorisch,NIL,NIL
134,PEOPLE & ORGANIZATION,Wann Sie Ihre Maschine reparieren können,Nie,immer,Wenn es erforderlich ist,Wenn ich dazu komme,NIL,NIL,NIL,NIL,NIL,NIL,Nie,NIL,NIL
135,PEOPLE & ORGANIZATION,Wann Sie Sicherheitsausrüstung nicht benutzen können,Nie,Wenn es erforderlich ist,Wenn wir keine einwandfreie haben,Abhängig von der Situation ,NIL,NIL,NIL,NIL,NIL,NIL,Nie,NIL,NIL
136,PEOPLE & ORGANIZATION,Wo Sie Sicherheitsausrüstung benutzen können,Bei der Arbeit,Zuhause,Im Urlaub,Abhängig von der Situation,NIL,NIL,NIL,NIL,NIL,NIL,Bei der Arbeit,NIL,NIL
137,PEOPLE & ORGANIZATION,Regelmäßige Sicherheitstrainings sind,Obligatorisch,Optional,Ungeplant,Nett,NIL,NIL,NIL,NIL,NIL,NIL,Obligatorisch,NIL,NIL
138,PEOPLE & ORGANIZATION,Was Sie am Arbeitsplatz trinken können,Wasser,Bier,Wein,Gin Tonic,NIL,NIL,NIL,NIL,NIL,NIL,Wasser,NIL,NIL
139,PEOPLE & ORGANIZATION,Was Sie im Falle fehlenden Materials tun sollten,Direkten Vorgesetzten informieren,Nach Hause gehen,Warten,Pause machen,NIL,NIL,NIL,NIL,NIL,NIL,---,NIL,NIL
140,PEOPLE & ORGANIZATION,"Was Sie tun sollten, wenn Sie einen Brand feststellen",Ruf 333,Nichts,Nach Hause gehen,Fotos aufnehmen,NIL,NIL,NIL,NIL,NIL,NIL,---,NIL,NIL
141,PEOPLE & ORGANIZATION,Wann Sie ein defektes Kleinfahrzeug benutzen können,Nie,Wenn es erforderlich ist,Wenn wir kein einwandfreies haben,Abhängig von der Situation ,NIL,NIL,NIL,NIL,NIL,NIL,---,NIL,NIL
142,PEOPLE & ORGANIZATION,Wer ist für Qualität verantwortlich,Alle,Qualitätsabteilung,Produktion,Management,NIL,NIL,NIL,NIL,NIL,NIL,Alle,NIL,NIL
143,PEOPLE & ORGANIZATION,Wie wird „unser globales Qualitätsverständnis“ kommuniziert,Durch Nachrichten im Fernsehen,In der Qualitätspolitik,Avisierung,Werbung,NIL,NIL,NIL,NIL,NIL,NIL,In der Qualitätspolitik,NIL,NIL
144,PEOPLE & ORGANIZATION,Was soll durch die Einführung von TDMS Boards im Werk verbessert werden?,5S,Kommunikation,Teamkonzept,Alles,NIL,NIL,NIL,NIL,NIL,NIL,Alles,NIL,NIL
145,PEOPLE & ORGANIZATION,CFT-Konzept in Prozesslenkungsplan und FMEA steht für ,Critical Factor Test,Bereichsübergreifendes Team,Care For Tires,Character Tor Tires,NIL,NIL,NIL,NIL,NIL,NIL,Bereichsübergreifendes Team,NIL,NIL
146,PEOPLE & ORGANIZATION,Weltweit sind die Fähigkeiten bei Continental auch bekannt als?,4D,5W2H,Big 6,Kernwerte,NIL,NIL,NIL,NIL,NIL,NIL,Big 6,NIL,NIL
147,PEOPLE & ORGANIZATION,Continental Wert(e) ist (sind)?,Handlungsfreiheit,Verbundenheit,Gewinnermentalität,Alle,NIL,NIL,NIL,NIL,NIL,NIL,Alle,NIL,NIL
148,PEOPLE & ORGANIZATION,Im Rahmen der Corporate Social Responsibility (CSR) (Soziale Unternehmensverantwortung) und als Mitglied von United Nations Global Compact engagieren wir uns für,Menschenrechte,Korruptionsbekämpfung,Umwelt,Alle,NIL,NIL,NIL,NIL,NIL,NIL,Alle,NIL,NIL
149,PEOPLE & ORGANIZATION,Die Qualitätsstrategie von Continental beruht auf ….. Dimensionen?,2,4,5,8,NIL,NIL,NIL,NIL,NIL,NIL,5,NIL,NIL
150,PEOPLE & ORGANIZATION,Wie viele Leitprinzipien gibt es nach unserem globalen Qualitätspolitikverständnis?,4,5,6,8,NIL,NIL,NIL,NIL,NIL,NIL,5,NIL,NIL
151,PEOPLE & ORGANIZATION,"Das/die Leitprinzip/ien, die unser Verständnis von Qualität ausdrücken, ist/sind?",Kundenzufriedenheit,Gemeinsam,Strukturiert,Alle,NIL,NIL,NIL,NIL,NIL,NIL,Alle,NIL,NIL
152,PEOPLE & ORGANIZATION,"Das passende Leitprinzip zu „Natürlich muss Qualität im Kontext zusammen mit anderen Erfolgsfaktoren wie Kosten, Schnelligkeit und Innovationen gesehen werden“ ist?",Kundenzufriedenheit,Gemeinsam,Strukturiert,Holistisch,NIL,NIL,NIL,NIL,NIL,NIL,Holistisch,NIL,NIL
153,PEOPLE & ORGANIZATION,Diese Erklärung „Die Zukunft beginnt früher mit Continental“ passt am besten wozu im Unternehmen Continental?,Mission,Vision,Werte,Nichts davon,NIL,NIL,NIL,NIL,NIL,NIL,Mission,NIL,NIL
154,PEOPLE & ORGANIZATION,Wann wurde Continental gegründet?,8. Oktober 1918,8. Oktober 1781,8. Oktober 1871,8. Oktober 1971,NIL,NIL,NIL,NIL,NIL,NIL,8. Oktober 1871,NIL,NIL
155,PEOPLE & ORGANIZATION,Ihre Mobilität. Ihre Freiheit. Unsere Signatur passt am besten wozu im Unternehmen Continental?,Mission,Vision,Werte,Nichts davon,NIL,NIL,NIL,NIL,NIL,NIL,Vision,NIL,NIL
156,PEOPLE & ORGANIZATION,Was ist KPI?,Key Performance Index,Key Position Index,Key Position Indicator,Key Performance Indicator,NIL,NIL,NIL,NIL,NIL,NIL,Key Performance Indicator,NIL,NIL
157,PEOPLE & ORGANIZATION,PPE steht für?,Persönliche Schutzausrüstung,Prozesschutzausrüstung,Persönliche Prozessausrüstung,Persönliche Schutzausrüstung,NIL,NIL,NIL,NIL,NIL,NIL,Persönliche Schutzausrüstung,NIL,NIL
158,PEOPLE & ORGANIZATION,Welcher der folgenden Begriffe entspricht keiner der 4 grundlegenden Leitlinien von Continental?,Verbundenheit,Handlungsfreiheit,Herausfordern,Gewinnermentalität,NIL,NIL,NIL,NIL,NIL,NIL,Herausfordern,NIL,NIL
159,PEOPLE & ORGANIZATION,Was bedeutet KAI in KAIZEN?,Ändern,Anders,Korrigieren,Gut,NIL,NIL,NIL,NIL,NIL,NIL,Ändern,NIL,NIL
160,PEOPLE & ORGANIZATION,Was bedeutet ZEN in KAIZEN?,Gut,Schlecht,Lösung,Ursache,NIL,NIL,NIL,NIL,NIL,NIL,Gut,NIL,NIL
161,PEOPLE & ORGANIZATION, Was ist mit PDCA-Methode gemeint?,Production-Do-Check-Analysis / Produktion-Durchführung-Kontrolle-Analyse,Plan–Do–Check–Act / Planen–Durchführen–Kontrollieren–Optimieren,Plan-Do-Check-Analysis / Planen-Durchführen-Kontrollieren-Analyse,Plant- Daily-Check-Action / Werk-Täglich-Kontrolle-Maßnahme,NIL,NIL,NIL,NIL,NIL,NIL,Plan–Do–Check–Act / Planen–Durchführen–Kontrollieren–Optimieren,NIL,NIL
162,PEOPLE & ORGANIZATION,Qualität wird produziert von?,Qualitätsabteilung,Produktindustrialisierungsabteilung,Produktionsabteilung,Endbearbeitungsbereich,NIL,NIL,NIL,NIL,NIL,NIL,Produktionsabteilung,NIL,NIL
163,PEOPLE & ORGANIZATION,An Kaizen und Gamba ist/sind beteiligt:,Nur die Support-Abteilung,Alle und besonders unsere Bediener/Betreiber,Nur Techniker und Ingenieure,Nur CBS-Experten,NIL,NIL,NIL,NIL,NIL,NIL,Alle und besonders unsere Bediener/Betreiber,NIL,NIL
164,PEOPLE & ORGANIZATION, Was müssen wir im Hinblick auf Qualität fördern?,Teamwork,Experten,Einzelkämpfer,Erfahrene Mitarbeiter,NIL,NIL,NIL,NIL,NIL,NIL,Teamwork,NIL,NIL
165,PEOPLE & ORGANIZATION,Schulungen sind:,Nur im Trainingsbuch,"Fertig, wenn Mitarbeiter validiert sind",Nach 6 Monaten abgeschlossen,Umfassend,NIL,NIL,NIL,NIL,NIL,NIL,Umfassend,NIL,NIL
166,PEOPLE & ORGANIZATION,Die Qualitätsabteilung ist zuständig dafür:,Disziplinarmaßnahmen gegenüber Bedienern/Betreibern zu ergreifen,Die Altreifen in Angriff zu nehmen,Die Qualitätsanforderungen anwenden und auditieren,Gute Qualität zu erzielen,NIL,NIL,NIL,NIL,NIL,NIL,Die Qualitätsanforderungen anwenden und auditieren,NIL,NIL
167,PEOPLE & ORGANIZATION,"Wenn ein Fehler passiert, wird er...",Verborgen,Kommuniziert,Ignoriert,Schweigend übergangen,NIL,NIL,NIL,NIL,NIL,NIL,Kommuniziert,NIL,NIL
168,PEOPLE & ORGANIZATION,"Die Schichtleiterrekrutierung ist richtig, denn die Person kann...",Ein Team leiten und den Fertigungsbereich organisieren,Die Maschinen betreiben,Viele Softwareprogramme am Computer benutzen,Einen Gabelstapler fahren,NIL,NIL,NIL,NIL,NIL,NIL,Ein Team leiten und den Fertigungsbereich organisieren,NIL,NIL
169,PEOPLE & ORGANIZATION,Wie muss Qualität sein?,Repräsentativ für den Lieferanten,Repräsentativ für die Logistik,Repräsentativ für Produkt und Prozess,Vertreter des Kunden,NIL,NIL,NIL,NIL,NIL,NIL,Vertreter des Kunden,NIL,NIL
170,PEOPLE & ORGANIZATION,Qualitätsorganisation?,Kann vom Werksleiter entschieden werden,Kann Teil der Produktionsabteilung sein,Muss eine Standard-Werksorganisation sein,Kann nur in der Tagschicht vorhanden sein,NIL,NIL,NIL,NIL,NIL,NIL,Muss eine Standard-Werksorganisation sein,NIL,NIL
171,PEOPLE & ORGANIZATION,"Im Zusammenhang mit Qualitätsaspekten bedeutet das Prinzip ""eine Stimme"" nur, dass...",Die Produktion mit dem Kunden spricht,Engagierte Qualitätsmitglieder sprechen mit Kunden,Der Werksleiter mit dem Kunden spricht,Die Personalabteilung mit dem Kunden spricht,NIL,NIL,NIL,NIL,NIL,NIL,Engagierte Qualitätsmitglieder sprechen mit Kunden,NIL,NIL
172,PEOPLE & ORGANIZATION,Qualitätsmanagement erfordert?,Ständige Kommunikation,Eine Kommunikation jährlich,Kommunikation nur bei Qualitätsproblem,Keine Kommunikation ,NIL,NIL,NIL,NIL,NIL,NIL,Ständige Kommunikation,NIL,NIL
173,PEOPLE & ORGANIZATION,Verbesserung...,erfolgt einmal,"endet, wenn alles perfekt ist",nicht notwendig,Unaufhörlich,NIL,NIL,NIL,NIL,NIL,NIL,Unaufhörlich,NIL,NIL
174,PEOPLE & ORGANIZATION,"Wenn ein Qualitätsproblem auftritt, für das ein Lösungssystembericht erforderlich ist...",können wir jeden Formulartyp verwenden ,können nur Qualitätsverantwortliche das Tool steuern,Wir müssen ein Standardformular verlangen,können wir das Tool eine Woche später starten,NIL,NIL,NIL,NIL,NIL,NIL,Wir müssen ein Standardformular verlangen,NIL,NIL
175,PEOPLE & ORGANIZATION,Wann ist in Anbetracht eines Qualitätsproblems ein Lösungssystembericht erforderlich?,Wenn es jemand in der Organisation beschließt,Gemäß der formalisierten Werksleitlinie,Wenn es der Qualitätsmanager beschließt,Wenn es der Kunde verlangt,NIL,NIL,NIL,NIL,NIL,NIL,Gemäß der formalisierten Werksleitlinie,NIL,NIL
176,PEOPLE & ORGANIZATION,"Von wem werden lokale FMEA, Prozesslenkungsplan und Aufzeichnungssystem eingerichtet und aktualisiert?",Der Qualitätssicherungskoordinator jedes Bereichs,Nur vom Qualitätssystemingenieur,Nur vom Qualitätsmanager,Vom zentralen Qualitätsteam,NIL,NIL,NIL,NIL,NIL,NIL,Der Qualitätssicherungskoordinator jedes Bereichs,NIL,NIL
177,PEOPLE & ORGANIZATION,Wer muss den Inhalt des lokalen Prozesslenkungsplans realisieren?,Der Qualitätssicherungskoordinator des Bereichs,Der Schichtleiter,Die Trainer,Der Bediener/Betreiber,NIL,NIL,NIL,NIL,NIL,NIL,Der Bediener/Betreiber,NIL,NIL
178,PEOPLE & ORGANIZATION,Welches Symbol zeigt ein Produktmerkmal in Verbindung mit der Kundenspezifikation?,Der Absatz,Das Fragezeichen „?“,Der Schlüssel,Die 3 Buchstaben „QDA“,NIL,NIL,NIL,NIL,NIL,NIL,Der Schlüssel,NIL,NIL
179,PEOPLE & ORGANIZATION,Welches Symbol zeigt ein Produktmerkmal in Verbindung mit gesetzlichen Vorschriften?,Der Schlüssel,Der Absatz,Die 3 Buchstaben „QDA“,Das Fragezeichen „?“,NIL,NIL,NIL,NIL,NIL,NIL,Der Absatz,NIL,NIL
180,PEOPLE & ORGANIZATION,Kommunikation zum Schichtwechsel muss erfolgen zwischen...,"Alle Schichtmitglieder (Leiter, Bediener/Betreiber, Trainer ...)",Nur Wartungsmitarbeitern,Nur Schichtleitern,Nur Trainern,NIL,NIL,NIL,NIL,NIL,NIL,"Alle Schichtmitglieder (Leiter, Bediener/Betreiber, Trainer ...)",NIL,NIL
181,PEOPLE & ORGANIZATION,"Was ist als Bediener/Betreiber nach einem Bedienerwechsel, einer Produktänderung oder einem Maschinenstillstand (Schichtwechsel, Rüsten, Präventive Wartung,...) zu tun?",Die Produktion normal anfahren,Die Produktion langsam anfahren,"Warten, bis mir der Schichtleiter die Anweisung zum Anfahren erteilt",Überprüfung der Einrichtung von Arbeitsgängen/Selbstkontrolle,NIL,NIL,NIL,NIL,NIL,NIL,Überprüfung der Einrichtung von Arbeitsgängen/Selbstkontrolle,NIL,NIL
182,PEOPLE & ORGANIZATION,"Was ist als Bediener/Betreiber zu tun, wenn die Überprüfung der Einrichtung von Arbeitsgängen oder Selbstkontrolle nicht einwandfrei verläuft?",Aufzeichnen und trotzdem anfahren,Nach Möglichkeit korrigieren und anfahren,"Nach Möglichkeit korrigieren und aufzeichnen, anderenfalls den Schichtleiter rufen",Anfahren und die produzierten Teile sperren,NIL,NIL,NIL,NIL,NIL,NIL,"Nach Möglichkeit korrigieren und aufzeichnen, anderenfalls den Schichtleiter rufen",NIL,NIL
183,PEOPLE & ORGANIZATION,"Was ist als Bediener/Betreiber zu tun, wenn das Poka-Yoke nicht in Ordnung ist?",Trotzdem produzieren,Die Produktion anhalten und den Schichtleiter rufen,Mit geringer Geschwindigkeit produzieren,Das Produkt (Einrichtung) ändern,NIL,NIL,NIL,NIL,NIL,NIL,Die Produktion anhalten und den Schichtleiter rufen,NIL,NIL
184,PEOPLE & ORGANIZATION,"Was ist als Bediener/Betreiber mit den produzierten Teilen zu tun, wenn das Poka-Yoke nicht in Ordnung ist?",Zu sperren,Nichts,Sperren,Nacharbeiten,NIL,NIL,NIL,NIL,NIL,NIL,Zu sperren,NIL,NIL
185,PEOPLE & ORGANIZATION,"Was ist als Schichtleiter mit der aktuellen Produktion zu tun, wenn das Poka-Yoke nicht in Ordnung ist?",Nichts mehr,Nur mit geringer Geschwindigkeit produzieren,Endbearbeitung zu mehr Aufmerksamkeit aufrufen ,Unterwasserkontrolle verstärken,NIL,NIL,NIL,NIL,NIL,NIL,Unterwasserkontrolle verstärken,NIL,NIL
186,PEOPLE & ORGANIZATION,"Wenn ein Bediener/Betreiber nach langer Krankheit zurückkehrt, muss ich als Schichtleiter...",Den Bediener/Betreiber wieder am gewohnten Arbeitsplatz einsetzen,Dem Bediener/Betreiber einen Job ohne Wertschöpfung zuteilen,"Den Bediener/Betreiber befragen, um die Wiederaufnahme seiner Arbeit zu organisieren ","Den Bediener/Betreiber anweisen, später wieder zu kommen",NIL,NIL,NIL,NIL,NIL,NIL,"Den Bediener/Betreiber befragen, um die Wiederaufnahme seiner Arbeit zu organisieren ",NIL,NIL
187,PEOPLE & ORGANIZATION,"Wenn wir unterhalb des Sollvolumens liegen, muss ich als Schichtleiter...",Die Standardgeschwindigkeit der Maschine erhöhen,Alle Normen und die Terminierung einhalten,Die Produktionsaufträge übergehen (weniger Rüstaufwand),Aus Qualitätsgründen gesperrte Maschine wieder starten,NIL,NIL,NIL,NIL,NIL,NIL,Alle Normen und die Terminierung einhalten,NIL,NIL
188,PEOPLE & ORGANIZATION,„Jidoka“ ist:,Asiatisches Softwaresystem,Intelligente Automation,Niederlassung von Continental in Asien,Kampftechnik,NIL,NIL,NIL,NIL,NIL,NIL,Intelligente Automation,NIL,NIL
189,PEOPLE & ORGANIZATION,"Ein datengesteuerter Verbesserungszyklus, der zur Verbesserung und Stabilisierung von Geschäftsprozessen und Business Design angewandt wird, heißt:",Kaizen,DMAIC,Deming Cycle,Zykluszeit,NIL,NIL,NIL,NIL,NIL,NIL,DMAIC,NIL,NIL
190,PEOPLE & ORGANIZATION,Was gehört nicht zum DMAIC?,Messen,Analysieren,Steuern,Importieren,NIL,NIL,NIL,NIL,NIL,NIL,Importieren,NIL,NIL
